sample_id,video_id,frame_index,frame_stem,building_id,latitude,longitude,frame_path,mask_path,json_path,mask_file,damage_level,target,damage_description,stories,annotation_effort,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,mask_area_fraction,mask_centroid_x,mask_centroid_y,capture_date,region,source_video_url
1_0443_000,1,443,1_0443,B001,26.55511,-77.10044,data/raw/FRAME/1_0443.jpg,data/raw/MASK/1_0443_B0XX_0_Level0.jpg,data/raw/JSON/1_0443.json,1_0443_B0XX_0_Level0.jpg,0,0,No or very minor damage,1,1,192,224,407,295,216,72,0.011729600694444444,0.23024463748843665,0.35443326652276697,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0443_001,1,443,1_0443,B002,26.55516,-77.09986,data/raw/FRAME/1_0443.jpg,data/raw/MASK/1_0443_B0XX_0_Level2.jpg,data/raw/JSON/1_0443.json,1_0443_B0XX_0_Level2.jpg,2,2,Moderate damage,1,1,208,288,511,399,304,112,0.024962022569444443,0.286944753857857,0.4768688570117607,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0443_002,1,443,1_0443,B007,26.55558,-77.09952,data/raw/FRAME/1_0443.jpg,data/raw/MASK/1_0443_B0XX_1_Level4.jpg,data/raw/JSON/1_0443.json,1_0443_B0XX_1_Level4.jpg,4,4,Destruction,2,1,960,328,1159,495,200,168,0.02669921875,0.8276574755649028,0.5759794359099407,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0446_000,1,446,1_0446,B001,26.55511,-77.10044,data/raw/FRAME/1_0446.jpg,data/raw/MASK/1_0446_B0XX_0_Level0.jpg,data/raw/JSON/1_0446.json,1_0446_B0XX_0_Level0.jpg,0,0,No or very minor damage,1,1,144,232,375,311,232,80,0.014231770833333334,0.19916835830283625,0.373973475992003,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0446_001,1,446,1_0446,B002,26.55516,-77.09986,data/raw/FRAME/1_0446.jpg,data/raw/MASK/1_0446_B0XX_0_Level2.jpg,data/raw/JSON/1_0446.json,1_0446_B0XX_0_Level2.jpg,2,2,Moderate damage,1,1,136,312,487,431,352,120,0.03204318576388889,0.2473657713504453,0.5151106746582688,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0446_002,1,446,1_0446,B007,26.55558,-77.09952,data/raw/FRAME/1_0446.jpg,data/raw/MASK/1_0446_B0XX_0_Level4.jpg,data/raw/JSON/1_0446.json,1_0446_B0XX_0_Level4.jpg,4,4,Destruction,2,1,992,360,1207,559,216,200,0.03401584201388889,0.8560263584962838,0.6457635100889272,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0469_000,1,469,1_0469,B009,26.55636,-77.10179,data/raw/FRAME/1_0469.jpg,data/raw/MASK/1_0469_B0XX_0_Level2.jpg,data/raw/JSON/1_0469.json,1_0469_B0XX_0_Level2.jpg,2,2,Moderate damage,2,1,528,176,735,239,208,64,0.012156032986111112,0.4940162512273498,0.2906100300514743,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0469_001,1,469,1_0469,B010,26.55551,-77.10163,data/raw/FRAME/1_0469.jpg,data/raw/MASK/1_0469_B0XX_0_Level3.jpg,data/raw/JSON/1_0469.json,1_0469_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,0,208,159,279,160,72,0.008104383680555556,0.051986962779488555,0.32926596599277014,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0472_000,1,472,1_0472,B009,26.55636,-77.10179,data/raw/FRAME/1_0472.jpg,data/raw/MASK/1_0472_B0XX_0_Level2.jpg,data/raw/JSON/1_0472.json,1_0472_B0XX_0_Level2.jpg,2,2,Moderate damage,2,1,496,176,719,255,224,80,0.015018446180555556,0.4780335597138935,0.2980396406810683,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0475_000,1,475,1_0475,B009,26.55636,-77.10179,data/raw/FRAME/1_0475.jpg,data/raw/MASK/1_0475_B0XX_0_Level2.jpg,data/raw/JSON/1_0475.json,1_0475_B0XX_0_Level2.jpg,2,2,Moderate damage,2,1,488,184,719,263,232,80,0.015043402777777777,0.4660720886829198,0.30861764281592613,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0478_000,1,478,1_0478,B009,26.55636,-77.10179,data/raw/FRAME/1_0478.jpg,data/raw/MASK/1_0478_B0XX_0_Level2.jpg,data/raw/JSON/1_0478.json,1_0478_B0XX_0_Level2.jpg,2,2,Moderate damage,2,1,464,192,711,271,248,80,0.016776258680555555,0.45958237662505663,0.3188085253936428,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0501_000,1,501,1_0501,B011,26.55621,-77.10224,data/raw/FRAME/1_0501.jpg,data/raw/MASK/1_0501_B0XX_0_Level1.jpg,data/raw/JSON/1_0501.json,1_0501_B0XX_0_Level1.jpg,1,1,Minor damage,1,1,176,216,319,279,144,64,0.005830078125,0.19444517145914758,0.34593543850941955,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0501_001,1,501,1_0501,B012,26.55637,-77.10258,data/raw/FRAME/1_0501.jpg,data/raw/MASK/1_0501_B0XX_0_Level3.jpg,data/raw/JSON/1_0501.json,1_0501_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,280,192,431,239,152,48,0.006324869791666667,0.2770094838308458,0.3016655229599131,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0501_002,1,501,1_0501,B013,26.55673,-77.10222,data/raw/FRAME/1_0501.jpg,data/raw/MASK/1_0501_B0XX_0_Level4.jpg,data/raw/JSON/1_0501.json,1_0501_B0XX_0_Level4.jpg,4,4,Destruction,1,1,560,200,759,263,200,64,0.00960720486111111,0.5164906927659815,0.3226463870692468,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0501_003,1,501,1_0501,B009,26.55636,-77.10179,data/raw/FRAME/1_0501.jpg,data/raw/MASK/1_0501_B0XX_1_Level1.jpg,data/raw/JSON/1_0501.json,1_0501_B0XX_1_Level1.jpg,1,1,Minor damage,2,2,328,240,679,351,352,112,0.03399848090277778,0.39257574382440236,0.407959082898045,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0501_004,1,501,1_0501,B014,26.55662,-77.10244,data/raw/FRAME/1_0501.jpg,data/raw/MASK/1_0501_B0XX_1_Level3.jpg,data/raw/JSON/1_0501.json,1_0501_B0XX_1_Level3.jpg,3,3,Severe damage,1,2,472,200,559,247,88,48,0.003127170138888889,0.4064018043025676,0.3078793661808929,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0504_000,1,504,1_0504,B011,26.55621,-77.10224,data/raw/FRAME/1_0504.jpg,data/raw/MASK/1_0504_B0XX_0_Level0.jpg,data/raw/JSON/1_0504.json,1_0504_B0XX_0_Level0.jpg,0,0,No or very minor damage,1,2,152,224,295,279,144,56,0.006655815972222222,0.17557632152755137,0.3518227185450857,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0504_001,1,504,1_0504,B009,26.55636,-77.10179,data/raw/FRAME/1_0504.jpg,data/raw/MASK/1_0504_B0XX_0_Level2.jpg,data/raw/JSON/1_0504.json,1_0504_B0XX_0_Level2.jpg,2,2,Moderate damage,2,2,304,248,663,359,360,112,0.03528971354166666,0.38076286877748056,0.4210158110328759,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0504_002,1,504,1_0504,B013,26.55673,-77.10222,data/raw/FRAME/1_0504.jpg,data/raw/MASK/1_0504_B0XX_0_Level3.jpg,data/raw/JSON/1_0504.json,1_0504_B0XX_0_Level3.jpg,3,3,Severe damage,1,2,552,208,711,271,160,64,0.007707248263888889,0.49513431824581167,0.3326786803697968,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0507_000,1,507,1_0507,B011,26.55621,-77.10224,data/raw/FRAME/1_0507.jpg,data/raw/MASK/1_0507_B0XX_0_Level0.jpg,data/raw/JSON/1_0507.json,1_0507_B0XX_0_Level0.jpg,0,0,No or very minor damage,1,2,136,224,271,295,136,72,0.007345920138888889,0.15816100443131462,0.3641016330215001,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0507_001,1,507,1_0507,B009,26.55636,-77.10179,data/raw/FRAME/1_0507.jpg,data/raw/MASK/1_0507_B0XX_0_Level2.jpg,data/raw/JSON/1_0507.json,1_0507_B0XX_0_Level2.jpg,2,2,Moderate damage,2,2,288,248,671,375,384,128,0.042082248263888886,0.37013462728515073,0.43427622211335437,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0507_002,1,507,1_0507,B013,26.55673,-77.10222,data/raw/FRAME/1_0507.jpg,data/raw/MASK/1_0507_B0XX_0_Level4.jpg,data/raw/JSON/1_0507.json,1_0507_B0XX_0_Level4.jpg,4,4,Destruction,1,2,536,216,703,279,168,64,0.008822699652777778,0.485309982628213,0.34005964825974666,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0510_000,1,510,1_0510,B011,26.55621,-77.10224,data/raw/FRAME/1_0510.jpg,data/raw/MASK/1_0510_B0XX_0_Level1.jpg,data/raw/JSON/1_0510.json,1_0510_B0XX_0_Level1.jpg,1,1,Minor damage,1,1,112,232,263,303,152,72,0.008306206597222223,0.14625051028739386,0.37467777052035706,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0510_001,1,510,1_0510,B009,26.55636,-77.10179,data/raw/FRAME/1_0510.jpg,data/raw/MASK/1_0510_B0XX_0_Level2.jpg,data/raw/JSON/1_0510.json,1_0510_B0XX_0_Level2.jpg,2,2,Moderate damage,2,1,256,256,663,399,408,144,0.04625108506944445,0.36316009897360707,0.45020130335614206,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0510_002,1,510,1_0510,B012,26.55637,-77.10258,data/raw/FRAME/1_0510.jpg,data/raw/MASK/1_0510_B0XX_0_Level3.jpg,data/raw/JSON/1_0510.json,1_0510_B0XX_0_Level3.jpg,3,3,Severe damage,1,1,224,200,391,255,168,56,0.007435980902777778,0.24287219101123597,0.31754584366943917,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0510_003,1,510,1_0510,B013,26.55673,-77.10222,data/raw/FRAME/1_0510.jpg,data/raw/MASK/1_0510_B0XX_0_Level4.jpg,data/raw/JSON/1_0510.json,1_0510_B0XX_0_Level4.jpg,4,4,Destruction,1,1,528,216,711,287,184,72,0.01026150173611111,0.48297648236755847,0.34806918449590546,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0533_000,1,533,1_0533,B009,26.55636,-77.10179,data/raw/FRAME/1_0533.jpg,data/raw/MASK/1_0533_B0XX_0_Level1.jpg,data/raw/JSON/1_0533.json,1_0533_B0XX_0_Level1.jpg,1,1,Minor damage,2,2,24,344,615,559,592,216,0.100009765625,0.25506722026928796,0.6242954367641085,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0533_001,1,533,1_0533,B012,26.55637,-77.10258,data/raw/FRAME/1_0533.jpg,data/raw/MASK/1_0533_B0XX_0_Level3.jpg,data/raw/JSON/1_0533.json,1_0533_B0XX_0_Level3.jpg,3,3,Severe damage,1,2,96,232,311,295,216,64,0.010987413194444445,0.1597086861791428,0.37006399916606314,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0533_002,1,533,1_0533,B013,26.55673,-77.10222,data/raw/FRAME/1_0533.jpg,data/raw/MASK/1_0533_B0XX_0_Level4.jpg,data/raw/JSON/1_0533.json,1_0533_B0XX_0_Level4.jpg,4,4,Destruction,1,2,464,248,743,343,280,96,0.021978081597222223,0.4735559506911874,0.40945061576016895,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0533_003,1,533,1_0533,B014,26.55662,-77.10244,data/raw/FRAME/1_0533.jpg,data/raw/MASK/1_0533_B0XX_1_Level3.jpg,data/raw/JSON/1_0533.json,1_0533_B0XX_1_Level3.jpg,3,3,Severe damage,1,2,368,240,487,311,120,72,0.005776909722222222,0.33655557381667917,0.3854751022622923,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
1_0536_000,1,536,1_0536,B014,26.55662,-77.10244,data/raw/FRAME/1_0536.jpg,data/raw/MASK/1_0536_B0XX_0_Level2.jpg,data/raw/JSON/1_0536.json,1_0536_B0XX_0_Level2.jpg,2,2,Moderate damage,1,2,352,248,471,311,120,64,0.00578125,0.32311051285660664,0.39358029904904906,09 September 2019,"Marsh Harbor, Abaco, the bahamas",https://youtu.be/T0GojxvrFm8
